1_id	1_span	1_anno_scriptorium:func	1_anno_scriptorium:lemma	1_anno_scriptorium:new_sent	1_anno_scriptorium:norm	1_anno_scriptorium:orig	1_anno_scriptorium:pos	2_id	2_span	2_anno_scriptorium:func	2_anno_scriptorium:lang	2_anno_scriptorium:lemma	2_anno_scriptorium:new_sent	2_anno_scriptorium:norm	2_anno_scriptorium:orig	2_anno_scriptorium:pos
6162498	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6162501	ϩⲙ̄	case	'NULL'	ϩⲛ	'NULL'	ϩⲙ	'NULL'	PREP
6423779	ⲕ	iobj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6423782	ϩⲱⲃ	nsubj	'NULL'	ϩⲱⲃ	'NULL'	ϩⲱⲃ	'NULL'	N
6424135	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERS	6424140	ϩⲏⲡ	root	'NULL'	ϩⲱⲡ	'NULL'	ϩⲏⲡ	'NULL'	VSTAT
6427127	ⲁⲛⲟⲕ	dislocated	ⲁⲛⲟⲕ	'NULL'	ⲁⲛⲟⲕ	'NULL'	PPERI	6427132	ϩⲱⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
6433529	ⲕ	det	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6433532	ϩⲛ	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6433602	ⲕ	nsubj	ⲛⲧⲟⲕ	true	ⲕ	'NULL'	PPERS	6433608	ϩⲓϫⲙ	case	'NULL'	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲙ	'NULL'	PREP
6436137	ⲃⲱⲕ	root	ⲃⲱⲕ	'NULL'	ⲃⲱⲕ	'NULL'	V	6436140	ϩⲱ ⲱ	advmod	'NULL'	ϩⲱⲱ	'NULL'	ϩⲱⲱ	'NULL'	IMOD
6447681	ⲕ	iobj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6447684	ϩⲁϩ	nsubj	'NULL'	ϩⲁϩ	'NULL'	ϩⲁϩ	'NULL'	N
6472739	ⲕ︥	det	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6472742	ϩ︤ⲛ︥	case	'NULL'	ϩⲛ	'NULL'	ϩⲛ	'NULL'	PREP
6472814	ⲕ	nsubj	ⲛⲧⲟⲕ	'NULL'	ⲕ	'NULL'	PPERO	6472820	ϩⲓϫ︤ⲙ︥	case	'NULL'	ϩⲓϫⲛ	'NULL'	ϩⲓϫⲙ	'NULL'	PREP
